NAME: mona-lisa100K
COMMENT: TSP art (Bosch)
TYPE: TSP
DIMENSION: 100000
EDGE_WEIGHT_TYPE: EUC_2D
NODE_COORD_SECTION
Edge 	Weight
17010 - 2221	47.434164902525690
17011 - 22720	51.546095875439490
17012 - 4414	48.383881613611779
17013 - 93405	46.324939287601878
17016 - 41247	60.033324079214538
17017 - 39527	48.270073544588680
17017 - 19096	53.225933528685056
17018 - 33902	39.204591567825318
17019 - 33155	70.213958726167833
17020 - 44262	45.276925690687083
17020 - 54152	45.891175622335063
17021 - 95122	45.607017003965519
17021 - 66867	46.043457732885353
17023 - 54134	68.359344642850402
17025 - 91154	77.524189773257224
17027 - 40780	37.696153649941528
17028 - 91129	48.764741360946435
17029 - 70353	42.544094772365295
17029 - 57812	44.407206622349035
17031 - 79139	44.821869662029941
17033 - 86625	43.965895873961217
17035 - 19519	78.644770964127043
17037 - 91280	62.817195098157638
17038 - 44475	67.230945255886444
17039 - 89505	44.654227123532213
17040 - 66582	40.311288741492748
17041 - 17913	35.227829907617074
17043 - 351	38.948684188300893
17043 - 74267	55.605755097831375
17044 - 1474	49.030602688525051
17044 - 68715	49.648766349225637
17045 - 30497	124.354332453678509
17045 - 96907	129.541499142166793
17046 - 83776	49.819674828324602
17046 - 8651	54.129474410897433
17047 - 58309	88.204308284799785
17048 - 93449	52.239831546435905
17048 - 95260	58.940648113165502
17049 - 71935	46.690470119715008
17049 - 86978	50.447993022517754
17050 - 89727	43.278170016764803
17054 - 55922	42.011903075200009
17055 - 53206	98.290386101591848
17058 - 89956	39.012818406262319
17058 - 26521	45.177427992306069
17059 - 69872	53.814496188294841
17060 - 79862	70.880180586677402
17061 - 39989	44.777226354476223
17062 - 4775	48.052055106935853
17062 - 28341	48.846698967279253
17062 - 83863	48.918299234540033
17063 - 49630	47.042533945356302
17066 - 50635	43.289721643826725
17066 - 28369	45.310043036836767
17068 - 15535	43.011626335213134
17068 - 24580	47.169905660283019
17069 - 23511	46.010868281309363
17070 - 20417	39.962482405376171
17070 - 42307	43.278170016764803
17071 - 64154	47.518417482066888
17071 - 80058	47.927027865287036
17072 - 45779	48.020828814171877
17072 - 4198	51.662365412357960
17073 - 58705	54.083269131959839
17073 - 40248	57.801384066473702
17074 - 52546	58.420886675914120
17075 - 21783	63.505905237229711
17077 - 91779	43.185645763378368
17077 - 73275	44.045431091090481
17078 - 47737	89.453898741195177
17079 - 39440	167.299133291239737
17081 - 52977	64.132674979295850
17081 - 67589	65.734313718179184
17083 - 65519	42.059481689626181
17084 - 69472	48.703182647543682
17085 - 69513	44.553338819890929
17085 - 69770	44.654227123532213
17086 - 67174	53.225933528685056
17086 - 93818	53.740115370177612
17087 - 43575	86.815897161752582
17088 - 81396	43.965895873961217
17090 - 31478	60.108235708594875
17091 - 36963	146.840049032952859
17092 - 76410	41.109609582188931
17092 - 54701	48.093658625644192
17093 - 45225	40.853396431630994
17093 - 82247	47.853944456021596
17096 - 23493	93.605555390692491
17098 - 66798	43.965895873961217
17099 - 54102	46.529560496527366
17099 - 3961	50.009999000199950
17101 - 98657	50.328918128646477
17103 - 26548	48.414873747640817
17104 - 7723	113.951744172697945
17106 - 46134	35.000000000000000
17107 - 45714	57.201398584300367
17108 - 64599	80.659779320303127
17108 - 70922	81.584312217484557
17109 - 61112	43.829214001622251
17111 - 88318	71.568149340331555
17112 - 65315	43.931765272977593
17113 - 53587	45.880278987817849
17114 - 16352	50.039984012787214
17117 - 60867	62.817195098157638
17119 - 62795	47.169905660283019
17120 - 89673	50.487622245457351
17121 - 25624	41.629316592997296
17123 - 57334	38.078865529319541
17124 - 24207	44.418464629025619
17124 - 14863	49.497474683058327
17125 - 92962	45.276925690687083
17125 - 3631	54.589376255824723
17126 - 44222	44.294469180700202
17127 - 82609	44.181444068749043
17127 - 32214	46.043457732885353
17128 - 48974	45.221676218380052
17129 - 75552	46.861498055439926
17129 - 11348	47.201694884823786
17132 - 46249	40.360872141221131
17132 - 90548	43.046486500061768
17133 - 18078	42.059481689626181
17133 - 67178	49.254441424099005
17134 - 44211	39.357337308308854
17136 - 62747	41.761226035642201
17137 - 3299	69.835521047673153
17138 - 47981	45.793012567421244
17139 - 44275	80.099937578003143
17140 - 48897	45.793012567421244
17141 - 58526	76.026311234992850
17143 - 26219	42.011903075200009
17144 - 79009	62.032249677083291
17145 - 1955	77.665951355790396
17146 - 80445	54.424259296751113
17148 - 7912	42.190046219457973
17148 - 86903	47.381430961928535
17150 - 61195	46.000000000000000
17151 - 72974	39.204591567825318
17152 - 44789	49.929950931279714
17153 - 61941	93.941471140279680
17153 - 27185	97.989795387070791
17153 - 83841	113.145923479372424
17155 - 89083	42.379240200834182
17158 - 87686	44.283179650969057
17161 - 41065	71.700767080973409
17162 - 3695	43.931765272977593
17164 - 96564	47.853944456021596
17165 - 5737	40.199502484483561
17165 - 268	40.224370722237533
17166 - 81927	70.007142492748552
17167 - 83656	48.010415536631215
17168 - 37092	41.436698710201323
17170 - 13457	48.270073544588680
17170 - 12623	57.697486947006626
17171 - 45361	54.147945482723534
17174 - 91061	45.541190146942800
17174 - 78255	47.707441767506251
17174 - 24886	50.009999000199950
17176 - 61896	53.150729063673247
17177 - 40374	131.468627436358367
17177 - 93740	137.295302177459808
17178 - 64034	45.607017003965519
17180 - 59207	52.497618993626749
17180 - 10254	56.824290580701489
17181 - 19678	36.345563690772496
17181 - 970	43.566041821583930
17182 - 91173	50.209560842532770
17183 - 41028	70.491134194308436
17184 - 38898	43.139309220245982
17184 - 65617	43.931765272977593
17186 - 7549	41.000000000000000
17187 - 6075	55.946402922797458
17188 - 605	50.009999000199950
17189 - 70885	43.416586692184820
17190 - 78822	42.579337712087538
17191 - 58449	41.773197148410846
17191 - 36296	46.097722286464437
17194 - 27533	50.774009099144416
17195 - 22563	90.244113381427822
17195 - 6548	98.762341001011109
17195 - 3383	115.277925033373150
17199 - 58863	47.265209192385894
17200 - 96881	57.428216061444918
17200 - 24220	62.265560304232387
17201 - 3838	52.630789467763069
17202 - 83264	88.119237400240817
17202 - 74798	89.308454247064427
17204 - 78466	54.378304497290093
17204 - 10453	58.523499553598126
17205 - 7230	30.805843601498726
17205 - 2470	34.014702703389897
17206 - 93054	41.109609582188931
17206 - 87639	41.761226035642201
17211 - 35498	149.833240637716970
17212 - 21291	45.453272709454047
17212 - 87792	46.529560496527366
17213 - 58060	53.338541412378348
17214 - 71121	45.398237851264668
17215 - 95827	52.430906915673316
17217 - 96211	45.880278987817849
17218 - 56749	47.927027865287036
17219 - 50958	47.853944456021596
17220 - 96495	54.037024344425184
17221 - 1706	99.126182212370108
17222 - 87156	46.000000000000000
17224 - 83354	48.259714048054615
17225 - 35854	51.264022471905187
17226 - 63101	91.219515455849687
17227 - 57995	59.682493245507095
17228 - 69426	68.117545463705605
17228 - 83754	75.538069872085029
17229 - 95340	47.539457296018851
17229 - 94494	48.836461788299119
17230 - 59838	49.203658400570175
17231 - 49102	35.383612025908265
17233 - 96321	47.042533945356302
17233 - 69388	47.423622805517505
17234 - 7382	47.010637094172634
17235 - 20627	46.690470119715008
17240 - 38897	92.655275079188017
17243 - 99248	46.840153714521476
17244 - 5957	48.020828814171877
17245 - 58527	45.354161881794266
17246 - 8754	34.481879299133335
17246 - 97702	40.496913462633174
17247 - 36701	47.010637094172634
17247 - 51747	47.801673610868480
17248 - 88673	47.507894080878811
17249 - 51801	43.931765272977593
17250 - 77749	70.830784267859127
17251 - 37423	61.611687202997452
17252 - 77880	51.894122981316487
17254 - 93168	49.739320461783553
17256 - 66425	95.257545632878869
17256 - 1561	98.407316801140351
17258 - 30771	72.615425358528335
17259 - 98798	78.847954951285832
17262 - 99693	36.769552621700471
17262 - 23449	44.011362169330774
17263 - 13520	76.687678280151369
17264 - 50633	87.920418561333066
17264 - 96393	92.114059730314785
17265 - 45798	48.600411520891467
17266 - 19045	65.192024052026487
17267 - 10555	44.407206622349035
17268 - 61910	48.764741360946435
17268 - 8892	49.497474683058327
17269 - 95242	45.793012567421244
17270 - 35711	48.836461788299119
17271 - 60900	59.841457201508721
17271 - 6467	67.601775124622282
17272 - 17765	76.400261779656227
17273 - 82423	36.124783736376886
17273 - 80839	48.010415536631215
17274 - 24692	50.249378105604451
17275 - 19161	62.425956140054435
17275 - 90952	66.940271884718245
17277 - 92731	52.392747589718942
17278 - 86236	46.238512086787568
17279 - 40222	85.146931829632006
17279 - 53406	85.234969349440139
17280 - 89885	46.518813398452029
17281 - 51472	46.324939287601878
17281 - 32948	51.312766442669996
17282 - 96191	51.623637996561226
17283 - 14304	73.817342135842306
17286 - 15759	79.309520235593406
17286 - 40863	83.384650865731878
17287 - 91309	68.541957952775175
17287 - 58368	73.437047870948625
17291 - 32739	59.033888572581766
17291 - 36552	64.007812023221041
17291 - 87843	68.447059834590412
17292 - 21874	39.357337308308854
17292 - 31919	53.450912059571070
17293 - 14519	58.137767414994532
17293 - 46828	59.033888572581766
17294 - 96665	47.434164902525690
17294 - 41499	52.354560450833698
17295 - 30814	61.000000000000000
17296 - 88564	58.309518948453005
17297 - 54446	42.426406871192851
17297 - 80475	44.911023145771239
17298 - 77544	46.324939287601878
17300 - 51175	44.598206241955517
17301 - 98608	40.249223594996215
17304 - 96100	42.190046219457973
17305 - 2205	48.373546489791298
17308 - 64187	57.974132162542977
17312 - 36962	41.231056256176605
17313 - 82352	102.215458713445101
17313 - 69147	102.727795654340797
17313 - 38322	119.201510057549187
17315 - 34972	67.882250993908562
17315 - 14110	69.354163537598808
17316 - 42587	51.546095875439490
17319 - 5502	50.596442562694069
17320 - 95304	44.821869662029941
17322 - 69451	61.294371682887818
17324 - 1322	43.566041821583930
17324 - 87670	53.225933528685056
17325 - 37460	87.618491199061400
17326 - 87188	50.039984012787214
17329 - 55305	43.908996800200298
17329 - 44032	44.911023145771239
17331 - 9057	48.846698967279253
17332 - 75582	69.656299069071994
17333 - 22314	93.648278147545244
17333 - 89861	94.047860156411852
17335 - 72809	46.097722286464437
17335 - 58183	46.615448083226659
17337 - 88460	48.383881613611779
17338 - 56133	156.984075625523241
17339 - 7433	42.379240200834182
17339 - 44367	45.177427992306069
17340 - 48915	42.941821107167777
17342 - 9789	49.091750834534309
17343 - 43022	41.231056256176605
17347 - 14333	39.458839313897716
17350 - 1693	39.408120990476062
17352 - 56894	55.362442142665636
17352 - 5346	55.946402922797458
17352 - 50869	57.201398584300367
17355 - 62906	63.639610306789277
17355 - 1649	69.835521047673153
17357 - 90460	45.541190146942800
17357 - 33441	48.041648597857255
17358 - 2514	74.946647690206932
17359 - 71254	49.979995998399200
17360 - 73443	94.847245611035010
17361 - 19848	75.166481891864541
17361 - 40893	83.677954085888118
17362 - 96297	45.880278987817849
17363 - 88584	38.897300677553449
17363 - 29266	40.496913462633174
17363 - 9576	43.139309220245982
17364 - 48116	50.159744815937810
17365 - 63957	49.678969393496882
17366 - 36078	64.007812023221041
17367 - 72563	39.293765408777001
17368 - 23615	90.470989825468363
17370 - 21339	46.861498055439926
17372 - 97727	41.000000000000000
17376 - 49642	62.297672508690082
17377 - 66830	42.941821107167777
17377 - 85117	49.030602688525051
17378 - 5142	36.345563690772496
17378 - 75150	40.112342240263158
17379 - 95166	39.698866482558416
17381 - 17486	50.477717856495850
17383 - 77173	49.477267507411927
17383 - 53768	50.009999000199950
17385 - 45174	80.709355095924289
17386 - 34453	65.007691852580030
17388 - 98609	46.818799642878500
17388 - 86260	48.507731342539614
17389 - 36345	72.367119605522507
17390 - 22424	40.804411526206330
17392 - 85271	48.020828814171877
17394 - 45202	47.413078364518792
17396 - 32866	41.000000000000000
17398 - 50338	57.939623747483898
17398 - 52735	59.000000000000000
17400 - 4593	39.395431207184419
17400 - 43518	46.840153714521476
17401 - 23351	63.063460101710245
17401 - 86702	70.774289116881987
17402 - 42175	45.967379738244815
17402 - 96605	49.396356140913876
17402 - 82723	52.086466572421670
17403 - 61563	54.626001134990652
17405 - 18116	70.256672281001183
17407 - 8412	52.952809179494906
17407 - 59451	59.304300012730949
17408 - 73999	81.024687595818597
17408 - 10892	94.021274188345267
17409 - 27427	41.303752856126766
17409 - 37597	45.607017003965519
17410 - 83380	39.824615503479754
17410 - 48322	50.009999000199950
17411 - 16975	45.343136195018536
17411 - 64004	46.872166581031861
17411 - 8706	49.739320461783553
17412 - 38495	41.725292090050131
17414 - 6991	46.141087980237310
17416 - 14008	46.065171225124085
17417 - 79784	47.169905660283019
17418 - 80116	53.084837759947991
17420 - 14173	46.389654018972808
17420 - 47255	50.249378105604451
17421 - 60685	66.640828326184542
17421 - 4058	67.675697262754523
17422 - 10659	49.000000000000000
17423 - 29279	41.182520563948001
17423 - 28455	45.398237851264668
17424 - 37681	42.201895692018386
17426 - 34047	44.011362169330774
17427 - 900	43.462627624201462
17427 - 85019	44.721359549995794
17427 - 61508	47.127486671792715
17429 - 99126	42.720018726587656
17431 - 41071	85.492689745966000
17432 - 45056	50.803543183522151
17432 - 9244	52.392747589718942
17435 - 32046	44.181444068749043
17435 - 91512	49.040799340956913
17437 - 97007	39.051248379533272
17437 - 36437	44.654227123532213
17438 - 17322	58.249463516842797
17439 - 43077	58.668560575490515
17441 - 70837	48.270073544588680
17442 - 69937	64.412731660751665
17443 - 79493	35.608987629529711
17443 - 7220	37.576588456111872
17443 - 53602	40.706264874095240
17444 - 32964	42.720018726587656
17444 - 17731	43.011626335213134
17445 - 27440	47.675989764240868
17445 - 24444	51.039200620699380
17447 - 37926	127.310643702716388
17450 - 88444	43.657759905886147
17451 - 84319	40.853396431630994
17451 - 7365	44.147480109288231
17452 - 90715	50.089919145472774
17453 - 35084	78.006409993025573
17454 - 53560	45.044422518220832
17455 - 44301	37.054014627297809
17456 - 99040	44.598206241955517
17459 - 80215	47.201694884823786
17460 - 25037	39.293765408777001
17462 - 17278	38.600518131237565
17462 - 679	41.400483088968902
17464 - 7394	42.801869118065393
17464 - 83309	45.099889135118725
17466 - 43223	49.162994213127418
17467 - 32974	54.918120870983923
17468 - 76062	38.470768123342690
17471 - 87549	57.688820407423829
17472 - 34830	45.000000000000000
17472 - 36282	47.675989764240868
17474 - 99953	49.040799340956913
17475 - 84051	46.097722286464437
17475 - 94360	46.572524088780071
17477 - 39693	46.097722286464437
17477 - 56657	46.615448083226659
17478 - 56712	59.033888572581766
17481 - 99356	44.922154890432405
17483 - 73821	43.416586692184820
17483 - 4473	45.276925690687083
17484 - 36997	40.496913462633174
17486 - 69644	51.244511901275828
17489 - 20474	94.111635837445733
17490 - 52285	44.911023145771239
17491 - 39069	55.946402922797458
17492 - 235	46.010868281309363
17493 - 38567	44.283179650969057
17493 - 96484	45.541190146942800
17494 - 23835	43.289721643826725
17494 - 85946	48.507731342539614
17495 - 53319	82.200973230248314
17495 - 73311	84.059502734670040
17495 - 53409	86.023252670426268
17496 - 48233	72.670489196096650
17497 - 13594	48.373546489791298
17500 - 41674	44.944410108488464
17502 - 56671	44.045431091090481
17506 - 43637	47.675989764240868
17509 - 18195	45.188494110780014
17509 - 51547	48.166378315169182
17510 - 78567	43.657759905886147
17511 - 55070	46.270941205037098
17511 - 54781	57.974132162542977
17512 - 13182	43.324358044868940
17512 - 98918	45.398237851264668
17514 - 97315	48.836461788299119
17515 - 53838	46.097722286464437
17518 - 54321	60.835844697020522
17520 - 26806	75.425459892532309
17522 - 57168	76.557168181692823
17522 - 71069	77.077882690172542
17523 - 52580	63.976558206893250
17524 - 78823	43.266615305567872
17524 - 64271	46.572524088780071
17525 - 82223	90.443352436760105
17526 - 75383	45.177427992306069
17528 - 29351	63.953107821277927
17530 - 55400	40.000000000000000
17530 - 60288	42.720018726587656
17530 - 40761	44.294469180700202
17532 - 94770	51.546095875439490
17533 - 68783	44.553338819890929
17533 - 14371	48.301138702933288
17534 - 36578	52.038447325030750
17535 - 10408	55.659680200302984
17535 - 73127	84.480767041972340
17536 - 18536	55.000000000000000
17539 - 62634	38.078865529319541
17539 - 11517	47.169905660283019
17540 - 15634	63.285069329186959
17541 - 3975	40.706264874095240
17541 - 20390	44.687805943008659
17542 - 92830	59.413803110051792
17542 - 66873	64.070273918565386
17543 - 61797	35.510561809129407
17545 - 11164	48.836461788299119
17549 - 59811	46.173585522460783
17549 - 28064	46.324939287601878
17551 - 71159	67.364679172397162
17552 - 46111	75.166481891864541
17552 - 81044	79.404030124421267
17553 - 30837	47.095647357266467
17554 - 26642	51.039200620699380
17557 - 60662	120.033328704989266
17557 - 30026	123.036579926459269
17559 - 50105	42.190046219457973
17559 - 81130	44.384682042344293
17563 - 22444	49.648766349225637
17563 - 4557	73.736015623303108
17564 - 33530	36.891733491393434
17564 - 48472	37.947331922020552
17566 - 40269	46.097722286464437
17567 - 27051	48.836461788299119
17567 - 50202	49.819674828324602
17568 - 80720	51.971145840745132
17572 - 24808	78.644770964127043
17574 - 98118	46.173585522460783
17575 - 42169	45.221676218380052
17576 - 44940	54.037024344425184
17579 - 6468	46.141087980237310
17580 - 33372	44.777226354476223
17582 - 35055	52.325901807804517
17582 - 30607	53.413481444294567
17584 - 14698	45.453272709454047
17584 - 78698	45.705579528105756
17585 - 45260	49.091750834534309
17585 - 85793	54.129474410897433
17586 - 68337	161.548754250845277
17587 - 2186	42.720018726587656
17588 - 78820	46.043457732885353
17588 - 60388	46.238512086787568
17588 - 59458	52.345009313209602
17589 - 1296	49.040799340956913
17590 - 46294	45.453272709454047
17591 - 14033	43.289721643826725
17592 - 65252	88.413799827854927
17593 - 80534	44.418464629025619
17595 - 27083	37.483329627982624
17595 - 31375	40.112342240263158
17597 - 6069	43.829214001622251
17597 - 62459	46.840153714521476
17598 - 85256	47.010637094172634
17599 - 57944	47.010637094172634
17600 - 57931	59.506302187247360
17601 - 84677	73.054773971315523
17602 - 5533	72.732386183872725
17603 - 57033	44.922154890432405
17603 - 33169	48.052055106935853
17604 - 69688	59.236812878479544
17604 - 5157	59.665735560705191
17605 - 64559	55.154328932550707
17605 - 27791	58.000000000000000
17605 - 17730	64.288412641781723
17606 - 41766	46.010868281309363
17606 - 30635	46.615448083226659
17607 - 69291	79.025312400521391
17610 - 52481	42.755116652863900
17611 - 73392	48.373546489791298
17612 - 41290	44.598206241955517
17612 - 64867	45.099889135118725
17614 - 47748	70.611613775638919
17615 - 95249	41.629316592997296
17616 - 89927	39.962482405376171
17616 - 56795	44.553338819890929
17618 - 11509	47.507894080878811
17619 - 88033	45.880278987817849
17619 - 15838	46.065171225124085
17621 - 35884	38.013155617496425
17621 - 17526	43.046486500061768
17622 - 81817	72.111025509279786
17623 - 9342	39.204591567825318
17623 - 48348	44.687805943008659
17624 - 71686	45.254833995939042
17625 - 87630	89.185200566013193
17625 - 81832	89.375611886017317
17628 - 2428	61.400325732035005
17628 - 99906	68.117545463705605
17629 - 44515	47.010637094172634
17631 - 97873	98.478424032881436
17631 - 50037	111.112555546166789
17632 - 56230	58.180752831155425
17633 - 63072	48.846698967279253
17634 - 90386	77.414468931847618
17635 - 15769	55.659680200302984
17635 - 41929	58.694122363316755
17636 - 37776	47.169905660283019
17636 - 87364	51.662365412357960
17636 - 89098	53.460265618494639
17638 - 80880	62.625873247404702
17638 - 37847	77.781745930520228
17639 - 98652	41.436698710201323
17639 - 84485	46.324939287601878
17639 - 7905	47.169905660283019
17640 - 23492	41.231056256176605
17640 - 84569	46.238512086787568
17641 - 17009	45.398237851264668
17641 - 77483	49.396356140913876
17643 - 96574	49.010203019371385
17644 - 27453	42.720018726587656
17644 - 51658	47.507894080878811
17645 - 61126	47.634021455258215
17646 - 47930	63.560994328282814
17648 - 69500	41.146081222881967
17650 - 1397	54.083269131959839
17650 - 74465	56.035702904487600
17651 - 25378	42.011903075200009
17652 - 27055	46.010868281309363
17653 - 2693	54.817880294662981
17654 - 31883	79.075912893876856
17654 - 39760	79.227520471109027
17654 - 38466	91.678787077491378
17655 - 71713	54.744862772683977
17657 - 80176	87.618491199061400
17658 - 13380	45.188494110780014
17658 - 8485	48.764741360946435
17660 - 36581	48.259714048054615
17663 - 67167	50.159744815937810
17664 - 90694	44.294469180700202
17666 - 437	35.468295701936399
17666 - 12698	40.496913462633174
17666 - 87269	43.840620433565947
17667 - 75871	40.224370722237533
17668 - 11981	51.400389103585588
17668 - 48757	52.697248505021588
17669 - 14925	49.658836071740546
17670 - 69218	50.695167422546303
17670 - 13805	56.142675390472799
17671 - 29048	49.929950931279714
17672 - 62478	39.293765408777001
17672 - 57615	44.102154142399893
17672 - 65872	44.294469180700202
17673 - 92607	48.373546489791298
17674 - 89040	52.325901807804517
17676 - 25853	41.436698710201323
17677 - 91269	43.046486500061768
17678 - 96761	78.057670987546125
17680 - 72302	48.104053883222774
17681 - 95180	44.147480109288231
17681 - 22345	45.177427992306069
17682 - 33676	47.265209192385894
17682 - 91358	63.529520697074364
17683 - 22770	44.777226354476223
17684 - 36786	48.764741360946435
17684 - 51214	48.877397639399747
17685 - 9889	42.059481689626181
17685 - 99004	42.941821107167777
17686 - 65181	83.546394296821691
17686 - 77581	91.983694207180003
17687 - 860	36.674241641784496
17689 - 21890	47.885279575251516
17690 - 86062	74.966659255965248
17690 - 52869	84.380092438915946
17691 - 65267	44.045431091090481
17692 - 44089	39.446165846632040
17693 - 94112	46.043457732885353
17693 - 36908	46.097722286464437
17693 - 82787	46.518813398452029
17694 - 75999	43.462627624201462
17695 - 95948	92.347171044921566
17697 - 53818	49.406477308142502
17697 - 51962	50.000000000000000
17697 - 86019	53.935146240647202
17698 - 38328	39.012818406262319
17698 - 87877	49.648766349225637
17700 - 90531	42.720018726587656
17702 - 15997	50.447993022517754
17702 - 44457	53.338541412378348
17703 - 53798	39.204591567825318
17705 - 85316	42.953463189829059
17706 - 85352	53.009433122794286
17709 - 2959	145.880087743324311
17714 - 68363	42.485291572496004
17714 - 24059	47.423622805517505
17715 - 44646	45.694638635183450
17716 - 910	89.358827208060425
17717 - 98155	52.952809179494906
17718 - 77026	95.189285111298110
17719 - 80417	55.072679252057458
17720 - 4755	33.241540277189323
17723 - 75303	47.707441767506251
17723 - 470	48.052055106935853
17725 - 71185	40.311288741492748
17725 - 87354	48.259714048054615
17727 - 70635	47.853944456021596
17728 - 76149	41.048751503547584
17728 - 26672	42.720018726587656
17729 - 12222	41.000000000000000
17730 - 66561	65.192024052026487
17731 - 59800	42.953463189829059
17733 - 49846	46.141087980237310
17734 - 46956	48.754486972995624
17739 - 64856	41.677331968349414
17739 - 13119	45.343136195018536
17740 - 66732	46.840153714521476
17741 - 87932	48.548944375753424
17741 - 48993	50.358713248056686
17742 - 90831	47.010637094172634
17745 - 73986	48.052055106935853
17747 - 4604	72.235725233432799
17747 - 52208	78.854296014865290
17748 - 9787	45.705579528105756
17748 - 30063	48.507731342539614
17749 - 47846	105.815877825589105
17750 - 36122	40.311288741492748
17751 - 92999	111.323851891676835
17752 - 53880	44.102154142399893
17754 - 69814	52.086466572421670
17755 - 47515	39.824615503479754
17755 - 22954	48.166378315169182
17757 - 66811	42.638011210655686
17759 - 64129	103.484298325881304
17760 - 72712	92.574294488264938
17761 - 50361	78.854296014865290
17761 - 44190	83.216584885466190
17761 - 75192	94.641428560646738
17765 - 52195	84.433405711246778
17766 - 27326	43.382023926967723
17766 - 13114	44.181444068749043
17767 - 30143	114.756263445617643
17768 - 79954	47.434164902525690
17769 - 93969	39.849717690342550
17769 - 63269	44.011362169330774
17770 - 47713	41.880783182743849
17773 - 54273	52.469038489379620
17773 - 55783	58.898217290508887
17775 - 51593	54.203320931470610
17777 - 21249	72.111025509279786
17777 - 3891	80.603970125546546
17778 - 87400	67.007462271003817
17781 - 41261	47.885279575251516
17781 - 85033	49.000000000000000
17782 - 42744	43.863424398922618
17782 - 24412	47.707441767506251
17783 - 94337	61.294371682887818
17786 - 31974	42.190046219457973
17786 - 29417	42.544094772365295
17786 - 82344	43.104524124504611
17788 - 28483	50.249378105604451
17790 - 86472	46.957427527495584
17791 - 54826	38.948684188300893
17791 - 72491	39.012818406262319
17793 - 15968	55.036351623268053
17794 - 19310	39.824615503479754
17795 - 8448	127.003936946852163
17799 - 48264	46.400431032480722
17801 - 36223	48.083261120685232
17802 - 8638	50.606323715519980
17804 - 57280	43.863424398922618
17804 - 96298	44.777226354476223
17805 - 73885	48.877397639399747
17806 - 79738	47.296934361541869
17806 - 39481	52.430906915673316
17806 - 33828	54.626001134990652
17808 - 11184	39.217343102255155
17809 - 57059	54.129474410897433
17809 - 75081	57.201398584300367
17813 - 60671	39.293765408777001
17813 - 82556	47.507894080878811
17814 - 18772	48.166378315169182
17814 - 39274	51.400389103585588
17818 - 33866	46.065171225124085
17820 - 87198	49.040799340956913
17821 - 21427	45.276925690687083
17822 - 36273	41.785164831552358
17822 - 11311	45.011109739707596
17825 - 89167	39.319206502675000
17827 - 65756	45.880278987817849
17830 - 97310	48.846698967279253
17832 - 71868	38.897300677553449
17833 - 72054	39.812058474788766
17833 - 27805	45.254833995939042
17834 - 276	44.011362169330774
17834 - 14957	44.283179650969057
17835 - 65216	47.853944456021596
17836 - 44007	38.118237105091836
17838 - 82239	59.481089431852204
17839 - 51187	48.010415536631215
17839 - 6813	54.378304497290093
17841 - 63219	55.731499172371095
17842 - 2185	42.485291572496004
17842 - 87957	42.720018726587656
17843 - 79844	47.095647357266467
17846 - 71280	41.036569057366382
17846 - 21503	42.638011210655686
17848 - 93469	36.878177829171549
17849 - 68565	59.033888572581766
17850 - 17791	44.181444068749043
17851 - 40451	52.392747589718942
17851 - 13565	58.034472514187634
17853 - 80046	48.877397639399747
17855 - 8714	38.600518131237565
17855 - 48586	47.434164902525690
17856 - 57835	82.346827504160717
17858 - 21174	43.174066289845806
17858 - 36929	43.416586692184820
17860 - 85237	44.922154890432405
17862 - 23483	44.821869662029941
17863 - 92840	41.048751503547584
17863 - 75213	42.544094772365295
17863 - 84648	46.690470119715008
17865 - 57676	57.939623747483898
17866 - 88943	88.955044826024342
17867 - 65782	44.011362169330774
17868 - 54798	48.373546489791298
17869 - 58514	46.690470119715008
17869 - 55939	53.851648071345040
17870 - 91479	42.544094772365295
17871 - 29809	48.166378315169182
17872 - 44267	52.239831546435905
17872 - 10138	56.435804238089848
17872 - 3914	58.258046654518035
17873 - 63522	45.276925690687083
17874 - 73300	44.011362169330774
17874 - 48026	46.097722286464437
17875 - 89663	51.244511901275828
17875 - 17252	54.341512676774098
17876 - 32199	50.606323715519980
17877 - 92668	43.081318457076032
17879 - 15824	127.192767089956809
17881 - 56330	40.311288741492748
17883 - 97265	50.209560842532770
17884 - 78204	45.967379738244815
17884 - 9944	53.712196007983140
17888 - 25478	40.199502484483561
17889 - 43028	80.529497701152961
17889 - 15042	84.958813551037776
17889 - 70624	105.603030259552685
17890 - 88485	46.690470119715008
17891 - 98418	52.952809179494906
17894 - 32456	57.628118136895638
17894 - 1130	65.253352404301804
17895 - 87248	38.626415831655932
17895 - 14346	41.109609582188931
17898 - 70035	48.166378315169182
17899 - 67834	70.802542327235680
17900 - 97842	43.680659335683110
17902 - 62835	48.754486972995624
17903 - 5108	43.011626335213134
17903 - 41447	43.931765272977593
17905 - 5369	76.843997813752507
17907 - 65773	36.249137920783716
17908 - 29009	41.725292090050131
17908 - 95559	41.761226035642201
17908 - 25448	44.687805943008659
17909 - 11249	51.923019942988678
17910 - 38485	55.036351623268053
17911 - 88425	39.204591567825318
17916 - 237	37.643060449437423
17917 - 7386	44.821869662029941
17919 - 42487	47.853944456021596
17919 - 93343	54.488530903301109
17921 - 9801	46.097722286464437
17922 - 12968	110.679718105893277
17922 - 74497	125.495019821505268
17928 - 22802	66.940271884718245
17928 - 48764	72.138755187485735
17928 - 39678	75.292761936324264
17929 - 22442	45.276925690687083
17931 - 52480	78.892331693264080
17934 - 62393	62.000000000000000
17934 - 22005	68.249542123006217
